排名,MovieID,电影名,周票房,总票房,本周人次,上映天数,票价均价,平均上座人数,票房环比变化,场次环比变化,观影人次环比变化,排名变化,口碑指数,票房日期,单周总票房,单周总场次,单周总人次,页面网址,当前时间
3,643740,分歧者3：忠诚世界,6488,6490,231,3,28,19,0,0,0,0,0,2016/5/16至2016-05-22,57452,1298944,1826,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/16,33:25.2
4,611464,百鸟朝凤,3734,6386,134,17,28,14,50,179,52,1,8.74,2016/5/16至2016-05-22,57452,1298944,1826,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/16,33:25.2
5,639261,北京遇上西雅图之不二情书,3723,76029,108,24,34,10,-56,-43,-57,-3,7.84,2016/5/16至2016-05-22,57452,1298944,1826,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/16,33:25.3
6,643848,超脑48小时,3441,8639,106,10,33,8,-34,41,-35,-3,7.3,2016/5/16至2016-05-22,57452,1298944,1826,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/16,33:25.3
7,615789,夜孔雀,2510,2510,92,3,27,13,0,0,0,0,0,2016/5/16至2016-05-22,57452,1298944,1826,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/16,33:25.3
8,644061,幻体：续命游戏,832,3493,32,11,26,5,-69,-33,-70,-4,7.12,2016/5/16至2016-05-22,57452,1298944,1826,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/16,33:25.3
9,608975,钢刀,784,784,25,3,31,6,0,0,0,0,0,2016/5/16至2016-05-22,57452,1298944,1826,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/16,33:25.3
10,640869,笔仙诡影,307,669,12,10,26,5,-15,48,-16,-1,5.81,2016/5/16至2016-05-22,57452,1298944,1826,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/16,33:25.4
1,643612,美国队长3：英雄内战,39062,101862,1107,10,35,21,-38,78,-38,9999,8.57,2016/5/9至2016-05-15,62629,1216637,1875,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/9,33:25.9
2,639261,北京遇上西雅图之不二情书,8469,72305,250,17,34,14,-70,-51,-70,9999,7.89,2016/5/9至2016-05-15,62629,1216637,1875,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/9,33:25.9
3,643848,超脑48小时,5198,5198,163,3,32,17,0,0,0,0,0,2016/5/9至2016-05-15,62629,1216637,1875,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/9,33:25.9
4,644061,幻体：续命游戏,2661,2661,107,4,25,10,0,0,0,0,0,2016/5/9至2016-05-15,62629,1216637,1875,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/9,33:25.9
5,611464,百鸟朝凤,2496,2652,88,10,28,27,1508,311,1615,8,8.34,2016/5/9至2016-05-15,62629,1216637,1875,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/9,33:26.0
6,625797,奇幻森林,1795,97933,57,31,32,8,-83,-60,-82,-3,8.35,2016/5/9至2016-05-15,62629,1216637,1875,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/9,33:26.0
7,630869,再见，在也不见,832,833,29,3,29,7,0,0,0,0,0,2016/5/9至2016-05-15,62629,1216637,1875,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/9,33:26.0
8,637777,魔宫魅影,424,8720,13,17,32,5,-86,-75,-86,-4,6.63,2016/5/9至2016-05-15,62629,1216637,1875,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/9,33:26.0
9,640869,笔仙诡影,362,362,14,3,26,9,0,0,0,0,0,2016/5/9至2016-05-15,62629,1216637,1875,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/9,33:26.0
10,628773,梦想合伙人,300,8038,11,17,28,5,-88,-83,-88,-5,6.57,2016/5/9至2016-05-15,62629,1216637,1875,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/9,33:26.1
1,643612,美国队长3：英雄内战,62800,62800,1798,3,35,60,0,0,0,0,0,2016/5/2至2016-05-08,111777,1304436,3299,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/2,33:26.6
2,639261,北京遇上西雅图之不二情书,28278,63836,845,10,33,23,-20,68,-21,-1,7.89,2016/5/2至2016-05-08,111777,1304436,3299,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/2,33:26.6
3,625797,奇幻森林,10482,96138,318,24,33,18,-51,-37,-49,-1,8.31,2016/5/2至2016-05-08,111777,1304436,3299,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/2,33:26.6
4,637777,魔宫魅影,3053,8296,95,10,32,9,-42,46,-43,9999,6.6,2016/5/2至2016-05-08,111777,1304436,3299,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/2,33:26.6
5,628773,梦想合伙人,2510,7737,87,10,29,7,-52,8,-54,9999,6.42,2016/5/2至2016-05-08,111777,1304436,3299,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/2,33:26.6
6,638623,大唐玄奘,1274,3104,42,10,30,7,-30,11,-32,1,7.66,2016/5/2至2016-05-08,111777,1304436,3299,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/2,33:26.7
7,619412,谁的青春不迷茫,1219,17792,40,17,31,8,-81,-75,-81,-4,7.34,2016/5/2至2016-05-08,111777,1304436,3299,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/2,33:26.7
8,643854,青蛙总动员,355,835,12,9,29,7,-26,51,-25,3,5.85,2016/5/2至2016-05-08,111777,1304436,3299,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/2,33:26.7
9,643759,猎神：冬日之战,343,10599,9,17,36,7,-90,-91,-91,-3,6.69,2016/5/2至2016-05-08,111777,1304436,3299,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/2,33:26.7
10,612080,刑警兄弟,275,2942,9,17,30,12,-79,-86,-79,-2,7.58,2016/5/2至2016-05-08,111777,1304436,3299,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/5/2,33:26.8
1,639261,北京遇上西雅图之不二情书,35552,35558,1068,3,33,49,0,0,0,0,0,2016/4/25至2016-05-01,84084,1366205,2601,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/25,33:27.3
2,625797,奇幻森林,21234,85656,628,17,34,22,-35,-35,-35,-1,8.3,2016/4/25至2016-05-01,84084,1366205,2601,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/25,33:27.3
3,619412,谁的青春不迷茫,6569,16573,213,10,31,11,-34,43,-35,-1,7.35,2016/4/25至2016-05-01,84084,1366205,2601,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/25,33:27.4
4,637777,魔宫魅影,5237,5243,166,3,32,22,0,0,0,0,0,2016/4/25至2016-05-01,84084,1366205,2601,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/25,33:27.4
5,628773,梦想合伙人,5213,5228,189,3,28,18,0,0,0,0,0,2016/4/25至2016-05-01,84084,1366205,2601,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/25,33:27.4
6,643759,猎神：冬日之战,3337,10256,101,10,33,7,-52,19,-52,-3,6.74,2016/4/25至2016-05-01,84084,1366205,2601,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/25,33:27.4
7,638623,大唐玄奘,1826,1830,61,3,30,12,0,0,0,0,0,2016/4/25至2016-05-01,84084,1366205,2601,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/25,33:27.4
8,612080,刑警兄弟,1285,2668,44,10,29,8,-6,43,-6,-1,7.55,2016/4/25至2016-05-01,84084,1366205,2601,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/25,33:27.5
9,629147,我的新野蛮女友,981,3388,34,10,29,4,-59,4,-59,-4,5.06,2016/4/25至2016-05-01,84084,1366205,2601,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/25,33:27.5
10,637145,伦敦陷落,767,33849,22,24,35,7,-78,-77,-79,-6,,2016/4/25至2016-05-01,84084,1366205,2601,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/25,33:27.5
1,625797,奇幻森林,32472,64422,968,10,34,22,2,93,2,9999,8.21,2016/4/18至2016-04-24,62644,1376547,1949,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/18,33:28.2
2,619412,谁的青春不迷茫,9998,10004,329,3,30,24,0,0,0,0,0,2016/4/18至2016-04-24,62644,1376547,1949,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/18,33:28.2
3,643759,猎神：冬日之战,6919,6919,211,3,33,17,0,0,0,0,0,2016/4/18至2016-04-24,62644,1376547,1949,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/18,33:28.2
4,637145,伦敦陷落,3435,33082,104,17,33,8,-75,-59,-76,-2,,2016/4/18至2016-04-24,62644,1376547,1949,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/18,33:28.2
5,629147,我的新野蛮女友,2407,2407,85,3,28,10,0,0,0,0,0,2016/4/18至2016-04-24,62644,1376547,1949,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/18,33:28.2
6,629520,冰河追凶,1505,4238,54,10,28,5,-45,22,-45,-2,7.51,2016/4/18至2016-04-24,62644,1376547,1949,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/18,33:28.2
7,612080,刑警兄弟,1364,1383,47,3,29,13,0,0,0,0,0,2016/4/18至2016-04-24,62644,1376547,1949,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/18,33:28.3
8,643747,垫底辣妹,1219,3365,43,11,28,8,-43,-7,-44,-1,8.3,2016/4/18至2016-04-24,62644,1376547,1949,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/18,33:28.3
9,617763,火锅英雄,863,36908,26,24,33,6,-82,-76,-82,-6,7.66,2016/4/18至2016-04-24,62644,1376547,1949,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/18,33:28.3
10,637117,废柴特工,651,1954,21,10,31,3,-50,10,-50,-2,6.69,2016/4/18至2016-04-24,62644,1376547,1949,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/18,33:28.3
1,625797,奇幻森林,31950,31950,950,3,34,42,0,0,0,0,0,2016/4/11至2016-04-17,65042,1399849,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/11,33:29.0
2,637145,伦敦陷落,13676,29647,435,10,31,14,-14,62,-14,9999,,2016/4/11至2016-04-17,65042,1399849,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/11,33:29.0
3,617763,火锅英雄,4691,36045,146,17,32,8,-73,-44,-73,-2,7.66,2016/4/11至2016-04-17,65042,1399849,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/11,33:29.1
4,629520,冰河追凶,2726,2733,97,3,28,11,0,0,0,0,0,2016/4/11至2016-04-17,65042,1399849,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/11,33:29.1
5,628035,我的特工爷爷,2558,32135,81,17,32,6,-80,-55,-80,-2,6.97,2016/4/11至2016-04-17,65042,1399849,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/11,33:29.1
6,643235,疯狂动物城,2435,153028,77,45,32,9,-71,-43,-71,-2,9.23,2016/4/11至2016-04-17,65042,1399849,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/11,33:29.1
7,643747,垫底辣妹,2146,2146,77,4,28,13,0,0,0,0,7.32,2016/4/11至2016-04-17,65042,1399849,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/11,33:29.1
8,637117,废柴特工,1303,1303,42,3,31,7,0,0,0,0,6.69,2016/4/11至2016-04-17,65042,1399849,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/11,33:29.2
9,643388,蝙蝠侠大战超人：正义黎明,834,61805,22,24,38,4,-85,-61,-85,-4,7.43,2016/4/11至2016-04-17,65042,1399849,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/11,33:29.2
10,637810,睡在我上铺的兄弟,827,12478,29,17,29,4,-83,-63,-83,-4,7.18,2016/4/11至2016-04-17,65042,1399849,2022,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/11,33:29.2
1,617763,火锅英雄,17225,31354,541,10,32,18,22,114,22,2,7.71,2016/4/4至2016-04-10,67958,1425700,2137,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/4,33:29.6
2,637145,伦敦陷落,15971,15971,503,3,32,26,0,0,0,0,,2016/4/4至2016-04-10,67958,1425700,2137,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/4,33:29.7
3,628035,我的特工爷爷,12726,29578,403,10,32,14,-24,82,-25,-1,7.08,2016/4/4至2016-04-10,67958,1425700,2137,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/4,33:29.7
4,643235,疯狂动物城,8528,150593,267,38,32,18,-30,-20,-29,9999,9.23,2016/4/4至2016-04-10,67958,1425700,2137,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/4,33:29.7
5,643388,蝙蝠侠大战超人：正义黎明,5460,60971,148,17,37,12,-70,-63,-70,-4,7.43,2016/4/4至2016-04-10,67958,1425700,2137,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/4,33:29.7
6,637810,睡在我上铺的兄弟,4740,11652,165,10,29,9,-31,43,-32,-1,7.23,2016/4/4至2016-04-10,67958,1425700,2137,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/4,33:29.7
7,642886,荒野猎人,955,37526,28,24,34,12,-71,-75,-73,-1,8.28,2016/4/4至2016-04-10,67958,1425700,2137,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/4,33:29.8
8,643227,灵偶契约,768,1448,28,10,27,8,13,75,14,-1,6.79,2016/4/4至2016-04-10,67958,1425700,2137,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/4,33:29.8
9,626499,回马亭,230,605,8,32,30,4,-3,64,-3,4,,2016/4/4至2016-04-10,67958,1425700,2137,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/4,33:29.8
10,642433,太空熊猫英雄归来,224,593,7,9,30,4,-3,62,-3,4,5.47,2016/4/4至2016-04-10,67958,1425700,2137,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/4/4,33:29.8
1,643388,蝙蝠侠大战超人：正义黎明,18211,55511,499,10,36,15,-51,39,-53,9999,7.43,2016/3/28至2016-04-03,75984,1302337,2352,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/28,33:30.4
2,628035,我的特工爷爷,16852,16852,537,3,31,33,0,0,0,0,0,2016/3/28至2016-04-03,75984,1302337,2352,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/28,33:30.5
3,617763,火锅英雄,14105,14129,443,3,32,31,0,0,0,0,0,2016/3/28至2016-04-03,75984,1302337,2352,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/28,33:30.5
4,643235,疯狂动物城,12140,142065,377,31,32,20,-31,-35,-30,-2,9.23,2016/3/28至2016-04-03,75984,1302337,2352,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/28,33:30.5
5,637810,睡在我上铺的兄弟,6893,6912,241,3,29,20,0,0,0,0,0,2016/3/28至2016-04-03,75984,1302337,2352,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/28,33:30.5
6,642886,荒野猎人,3296,36570,105,17,31,11,-73,-64,-74,-3,8.22,2016/3/28至2016-04-03,75984,1302337,2352,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/28,33:30.5
7,643227,灵偶契约,679,680,25,3,28,12,0,0,0,0,6.91,2016/3/28至2016-04-03,75984,1302337,2352,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/28,33:30.5
8,7861,缘份,589,1336,21,10,28,6,-21,59,-22,-1,8.16,2016/3/28至2016-04-03,75984,1302337,2352,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/28,33:30.6
9,637664,女汉子真爱公式,493,6304,18,17,28,5,-80,-68,-80,-5,7.31,2016/3/28至2016-04-03,75984,1302337,2352,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/28,33:30.6
10,643426,神战：权力之眼,302,23436,9,24,34,6,-84,-78,-84,-5,7.54,2016/3/28至2016-04-03,75984,1302337,2352,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/28,33:30.6
1,643388,蝙蝠侠大战超人：正义黎明,37299,37299,1068,3,35,44,0,0,0,0,0,2016/3/21至2016-03-27,76725,1222012,2322,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/21,33:31.4
2,643235,疯狂动物城,17690,129926,542,24,33,19,-54,-28,-53,-1,9.23,2016/3/21至2016-03-27,76725,1222012,2322,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/21,33:31.4
3,642886,荒野猎人,12357,33274,406,10,30,15,-41,54,-42,-1,8.3,2016/3/21至2016-03-27,76725,1222012,2322,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/21,33:31.4
4,637664,女汉子真爱公式,2510,5810,90,10,28,9,-24,69,-25,1,7.73,2016/3/21至2016-03-27,76725,1222012,2322,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/21,33:31.4
5,643426,神战：权力之眼,1840,23135,54,17,34,8,-78,-68,-78,-2,7.59,2016/3/21至2016-03-27,76725,1222012,2322,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/21,33:31.4
6,610219,叶问3,1095,76831,29,24,38,6,-80,-72,-80,-2,7.45,2016/3/21至2016-03-27,76725,1222012,2322,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/21,33:31.5
7,7861,缘份,747,747,27,3,27,12,0,0,0,0,7.04,2016/3/21至2016-03-27,76725,1222012,2322,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/21,33:31.5
8,626153,美人鱼,489,338840,14,49,35,6,-73,-67,-73,-2,8.21,2016/3/21至2016-03-27,76725,1222012,2322,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/21,33:31.5
9,639351,功夫熊猫3,398,99745,13,59,30,41,-22,-41,-14,-1,8.27,2016/3/21至2016-03-27,76725,1222012,2322,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/21,33:31.5
10,327746,飞鹰艾迪,367,639,12,10,30,6,35,-5,38,9999,8.17,2016/3/21至2016-03-27,76725,1222012,2322,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/21,33:31.6
1,643235,疯狂动物城,38602,112236,1151,17,34,29,-34,13,-32,9999,9.24,2016/3/14至2016-03-20,81906,1292193,2529,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/14,33:32.0
2,642886,荒野猎人,20916,20916,695,3,30,40,0,0,0,0,7.52,2016/3/14至2016-03-20,81906,1292193,2529,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/14,33:32.1
3,643426,神战：权力之眼,8248,21295,244,10,34,12,-37,41,-37,9999,7.54,2016/3/14至2016-03-20,81906,1292193,2529,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/14,33:32.1
4,610219,叶问3,5485,75736,146,17,38,9,-79,-57,-79,-2,7.5,2016/3/14至2016-03-20,81906,1292193,2529,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/14,33:32.1
5,637664,女汉子真爱公式,3301,3301,119,3,28,19,0,0,0,0,0,2016/3/14至2016-03-20,81906,1292193,2529,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/14,33:32.1
6,626153,美人鱼,1831,338351,52,42,36,8,-72,-52,-72,-2,8.21,2016/3/14至2016-03-20,81906,1292193,2529,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/14,33:32.1
7,643570,洛杉矶捣蛋计划,607,612,22,3,27,9,0,0,0,0,0,2016/3/14至2016-03-20,81906,1292193,2529,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/14,33:32.2
8,639351,功夫熊猫3,511,99346,15,52,33,28,169,-34,128,5,8.33,2016/3/14至2016-03-20,81906,1292193,2529,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/14,33:32.2
9,639743,床下有人3,382,860,14,10,27,6,-20,40,-21,-1,4.88,2016/3/14至2016-03-20,81906,1292193,2529,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/14,33:32.2
10,327746,飞鹰艾迪,272,272,9,3,31,4,0,0,0,0,7.3,2016/3/14至2016-03-20,81906,1292193,2529,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/14,33:32.2
1,643235,疯狂动物城,58085,73633,1692,10,34,48,274,228,283,1,9.24,2016/3/7至2016-03-13,110419,1364101,3195,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/7,33:32.7
2,610219,叶问3,25973,70251,696,10,37,18,-41,51,-37,-1,7.64,2016/3/7至2016-03-13,110419,1364101,3195,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/7,33:32.7
3,643426,神战：权力之眼,13047,13047,390,3,33,26,0,0,0,0,7.16,2016/3/7至2016-03-13,110419,1364101,3195,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/7,33:32.8
4,626153,美人鱼,6627,336520,187,35,35,13,-55,-55,-54,-1,8.21,2016/3/7至2016-03-13,110419,1364101,3195,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/7,33:32.8
5,628132,爱情麻辣烫之情定终身,1557,1558,55,6,28,7,0,0,0,0,7.22,2016/3/7至2016-03-13,110419,1364101,3195,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/7,33:32.8
6,620685,谍影特工,1187,2763,41,10,29,7,-25,8,-28,1,7.51,2016/3/7至2016-03-13,110419,1364101,3195,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/7,33:32.8
7,624324,地心营救,854,2252,29,10,30,6,-39,-11,-40,1,7.65,2016/3/7至2016-03-13,110419,1364101,3195,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/7,33:32.8
8,639743,床下有人3,478,478,18,3,27,10,0,0,0,0,0,2016/3/7至2016-03-13,110419,1364101,3195,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/7,33:32.9
9,626346,西游记之孙悟空三打白骨精,431,119820,13,35,33,7,-88,-83,-87,-5,6.92,2016/3/7至2016-03-13,110419,1364101,3195,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/7,33:32.9
10,641426,哪一天我们会飞,381,381,13,4,29,8,0,0,0,0,7.29,2016/3/7至2016-03-13,110419,1364101,3195,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/3/7,33:32.9
1,610219,叶问3,44278,44279,1108,3,40,44,0,0,0,0,7.64,2016/2/29至2016-03-06,91098,1394842,2482,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/29,33:33.5
2,643235,疯狂动物城,15549,15549,441,3,35,41,0,0,0,0,7.76,2016/2/29至2016-03-06,91098,1394842,2482,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/29,33:33.5
3,626153,美人鱼,14614,329893,407,28,36,13,-64,-29,-64,-2,8.21,2016/2/29至2016-03-06,91098,1394842,2482,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/29,33:33.5
4,626346,西游记之孙悟空三打白骨精,3490,119389,97,28,36,8,-72,-36,-72,-2,6.87,2016/2/29至2016-03-06,91098,1394842,2482,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/29,33:33.6
5,637759,澳门风云3,2444,111544,72,28,34,8,-71,-41,-71,-1,5.92,2016/2/29至2016-03-06,91098,1394842,2482,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/29,33:33.6
6,618023,卧虎藏龙：青冥宝剑,1953,25538,55,17,35,6,-80,-54,-80,-3,5.89,2016/2/29至2016-03-06,91098,1394842,2482,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/29,33:33.6
7,620685,谍影特工,1576,1576,56,3,28,11,0,0,0,0,6.78,2016/2/29至2016-03-06,91098,1394842,2482,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/29,33:33.6
8,624324,地心营救,1398,1398,48,3,29,10,0,0,0,0,7.18,2016/2/29至2016-03-06,91098,1394842,2482,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/29,33:33.6
9,628676,高跟鞋先生,1146,12818,43,22,26,10,-64,-27,-61,-2,6.95,2016/2/29至2016-03-06,91098,1394842,2482,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/29,33:33.7
10,629613,末日迷踪,1119,3501,39,10,29,5,-53,22,-53,-1,6.98,2016/2/29至2016-03-06,91098,1394842,2482,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/29,33:33.7
1,626153,美人鱼,40796,315280,1130,21,36,25,-56,-13,-55,9999,8.21,2016/2/22至2016-02-28,90292,1453821,2625,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/22,33:34.1
2,626346,西游记之孙悟空三打白骨精,12400,115899,345,21,36,19,-53,-19,-52,9999,6.89,2016/2/22至2016-02-28,90292,1453821,2625,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/22,33:34.2
3,618023,卧虎藏龙：青冥宝剑,9793,23585,275,10,36,13,-29,52,-29,1,5.96,2016/2/22至2016-02-28,90292,1453821,2625,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/22,33:34.2
4,637759,澳门风云3,8363,109100,245,21,34,16,-61,-29,-59,-1,5.86,2016/2/22至2016-02-28,90292,1453821,2625,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/22,33:34.2
5,639351,功夫熊猫3,4808,97572,140,31,34,18,-47,-17,-47,9999,8.35,2016/2/22至2016-02-28,90292,1453821,2625,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/22,33:34.2
6,638423,火影忍者剧场版：博人传,3395,9564,116,11,29,13,-45,-2,-46,9999,8.63,2016/2/22至2016-02-28,90292,1453821,2625,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/22,33:34.2
7,628676,高跟鞋先生,3143,11673,112,15,28,18,-41,-26,-40,9999,6.95,2016/2/22至2016-02-28,90292,1453821,2625,http://www.cbooo.cn/BoxOffice/getWeekInfoData?sdate=2016/2/22,33:34.2
